Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Schedule,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight,Event_Year
LAX96LA222A,1996-06-06,"SAN FRANCISCO, CA",United States,,,SFO,SAN FRANCISCO INTL,NON-FATAL,Substantial,N371UA,Boeing,737,SCHD,"UNITED AIRLINES, INC.",0,0,220.0,VMC,TAXI,1996
DCA10FA064,2010-05-25,"Southern Tip of Greenland, Denmark",Denmark,62.075278,-48.291944,,,NON-FATAL,,N794UA,Boeing,777,SCHD,"United Airlines, Inc.",0,2,209.0,VMC,,2010
SEA96LA026,1995-11-25,"PORTLAND, OR",United States,,,,,NON-FATAL,,N953UA,Boeing,737,SCHD,"UNITED AIRLINES, INC. (DBA: UNITED AIRLINES)",0,1,111.0,VMC,DESCENT,1995
ENG11IA051,2011-09-26,"Denver, CO",United States,,,DEN,Denver International,INCIDENT,Minor,N526UA,Boeing,757,SCHD,UNITED AIRlNES INC,0,0,185.0,,LANDING,2011
DFW06IA025A,2005-12-15,"Houston, TX",United States,29.984444,-95.341389,IAH,Houston Intercontinental,INCIDENT,Minor,N319UP,Boeing,767,SCHD,United Parcel Service Co.,0,0,176.0,VMC,TAXI,2005
MIA96LA220,1996-08-29,"CHATTANOOGA, TN",United States,,,,,NON-FATAL,Minor,N392US,Boeing,737,SCHD,US AIR (DBA: US AIR),0,3,84.0,VMC,CRUISE,1996
MIA06IA133,2006-08-31,"Miami, FL",United States,25.793333,-80.290555,KMIA,Miami International Airport,INCIDENT,Minor,N425US,Boeing,737,SCHD,US Airways,0,0,118.0,VMC,LANDING,2006
MIA01LA146,2001-05-28,"Toccoa, GA",United States,,,,,NON-FATAL,,N349US,Boeing,737,SCHD,US Airways Inc,0,1,120.0,VMC,CLIMB,2001
ERA12CA044,2011-10-19,"New York, NY",United States,40.639722,-73.778889,,,NON-FATAL,,N253AY,Boeing,767,SCHD,US AIRWAYS INC,0,1,215.0,IMC,CLIMB,2011
ENG08IA051,2008-06-27,"Phoenix (PHX), AZ",United States,33.434444,-112.011389,PHX,Phoenix Sky Harbor Intl.,INCIDENT,Minor,N514AU,Boeing,737,SCHD,US AIRWAYS INC (DBA: US Airways Inc),0,0,,,,2008
NYC06FA184,2006-07-27,"Pittsburgh, PA",United States,40.488055,-80.226389,PIT,Pittsburgh International,NON-FATAL,Substantial,N529AU,Boeing,737,SCHD,US AIRWAYS INC (DBA: US Airways),0,0,75.0,VMC,TAXI,2006
ENG09IA009,2009-07-15,"Charlotte (CLT), NC",United States,,,CLT,Douglas International,INCIDENT,Minor,N506AU,Boeing,737,SCHD,US AIRWAYS INC (DBA: US Airways),0,0,,,OTHER,2009
ENG08IA001,2007-10-28,"Charlotte (CLT), NC",United States,,,CLT,Douglas International,INCIDENT,Minor,N919UW,Boeing,757,SCHD,US AIRWAYS INC (DBA: US Airways),0,0,,,STANDING,2007
MIA95IA194,1995-08-05,"CHARLOTTE, NC",United States,,,,,INCIDENT,,N396US,Boeing,737,SCHD,USAIR,0,0,83.0,VMC,DESCENT,1995
CHI97IA041,1996-12-11,"TERRE HAUTE, IN",United States,,,,,INCIDENT,Minor,N603AU,Boeing,757,SCHD,USAIR,0,0,184.0,VMC,CRUISE,1996
MIA95IA214,1995-08-25,"FORT LAUDERDALE, FL",United States,,,,,INCIDENT,,N373US,Boeing,737,SCHD,"USAIR, INC.",0,0,50.0,VMC,DESCENT,1995
CHI99LA145,1999-05-05,"CHICAGO, IL",United States,,,,,NON-FATAL,,N208AU,Boeing,737,SCHD,VANGUARD AIRLINES,0,1,47.0,IMC,DESCENT,1999
FTW97IA160,1997-04-16,"COLORADO SPGS, CO",United States,,,COS,COLORADO SPRINGS,INCIDENT,,N962WP,Boeing,737,SCHD,WESTERN PACIFIC,0,0,125.0,VMC,APPROACH,1997
ERA11LA044,2010-10-29,"Fort Lauderdale, FL",United States,26.072778,-80.152778,KFLL,Fort Lauderdale/Hollywood Int,NON-FATAL,Substantial,C-FWAQ,Boeing,737,SCHD,WestJet,0,0,142.0,VMC,STANDING,2010
LAX99IA230,1999-06-25,"SAN DIEGO, CA",United States,,,SAN,LINDBERG FIELD,INCIDENT,,N450AA,McDonnell Douglas,DC-9,SCHD,WILMINGTON TRUST C0,0,0,141.0,VMC,TAKEOFF,1999
DCA09FA048,2009-05-06,"Baltimore, MD",United States,,,KBWI,Baltimore,NON-FATAL,Substantial,N139WA,McDonnell Douglas,DC-10,NSCH,World Airways,0,1,168.0,VMC,LANDING,2009
DCA00WA088,2000-09-21,"NIAMEY, Niger",Niger,,,,,NON-FATAL,Destroyed,,Boeing,707,UNK,,0,0,,UNK,,2000
ANC98IA026,1998-03-11,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE INT'L AIRPORT,INCIDENT,,N733AR,Boeing,737,,,0,0,81.0,UNK,STANDING,1998
DCA11WA023,2011-01-10,"Montpelier, France",France,,,,,INCIDENT,,,Boeing,737,,,0,0,2.0,,,2011
DCA09WA060,2009-04-29,"Kwilu, Bandundu, Congo",Congo,-5.062222,18.877223,,,FATAL,Destroyed,,Boeing,737,,,7,0,,,,2009
CHI01IA248A,2001-07-27,"OSHKOSH, WI",United States,,,OSH,WITTMAN REGIONAL AIRPORT,INCIDENT,,N782AT,Boeing,727,,,0,0,8.0,VMC,TAKEOFF,2001
DCA08WA096,2008-08-30,"Latacunga, Ecuador",Ecuador,,,SELT,Latacunga,FATAL,Destroyed,,Boeing,737,,,3,0,,IMC,,2008
DCA03WA043,2003-07-06,"Parana, Brazil",Brazil,,,,,NON-FATAL,Substantial,,McDonnell Douglas,DC-10,,,0,0,4.0,,,2003
DCA12IA114,2012-07-28,"Charleston, SC",United States,32.898611,-80.040555,KCHS,Charelston AFB / International,INCIDENT,Minor,VT-ANJ,Boeing,787,,,0,0,5.0,VMC,TAXI,2012
DCA15CA025A,2014-11-20,"Dallas, TX",United States,32.841666,-96.85,DAL,Dallas,NON-FATAL,Minor,N263WN,Boeing,737,,,0,0,179.0,VMC,TAXI,2014
DCA02WA046,2002-06-26,"Shimozishima, Japan",Japan,,,,,NON-FATAL,Minor,,Boeing,767,,,0,0,3.0,,,2002
DCA98WA025,1997-12-24,"AMSTERDAM, Netherlands",Netherlands,,,,,NON-FATAL,Substantial,,Boeing,757,UNK,,0,0,213.0,VMC,,1997
DCA98WA042,1998-04-27,"BREMEN, Germany",Germany,,,,,INCIDENT,,,Boeing,737,UNK,,0,0,,UNK,,1998
MIA98WA056,1997-12-05,"MONTEVIDEO, Uruguay",Uruguay,,,,,INCIDENT,,,Boeing,707,UNK,,0,0,3.0,VMC,,1997
DFW06LA024,2005-10-22,"San Antonio, TX",United States,29.533611,-98.469723,SAT,San Antonio International,NON-FATAL,,N679MG,Boeing,727,,,0,1,4.0,VMC,TAXI,2005
CHI96IA200,1996-06-14,"CHICAGO, IL",United States,,,ORD,CHICAGO O'HARE INTL.,INCIDENT,,N906UP,Boeing,727,,,0,0,3.0,VMC,DESCENT,1996
ANC11LA022,2011-03-30,"Dayton, OH",United States,39.9,-84.216667,,,NON-FATAL,Substantial,N360WA,Boeing,737,,,0,0,3.0,VMC,TAKEOFF,2011
CHI95LA078,1995-01-28,"BELLEVILLE, MI",United States,,,,,NON-FATAL,Substantial,N706CK,Boeing,747,,,0,0,4.0,VMC,TAKEOFF,1995
DCA04WA020,2004-01-24,"Copenhagen, Denmark",Denmark,,,,,INCIDENT,Minor,,Boeing,757,,,0,0,,,,2004
CHI00WA063,2000-02-03,"TANZANIA, Sudan",Sudan,,,,,NON-FATAL,Substantial,,Boeing,707,UNK,,0,0,5.0,VMC,,2000
DCA11PA075,2011-05-18,"Point Mugu, CA",United States,34.106111,-119.130834,KNTD,Naval Base Ventura County,NON-FATAL,Substantial,N707AR,Boeing,707,,,0,0,,VMC,TAKEOFF,2011
CHI01IA016,2000-10-17,"WOOD DALE, IL",United States,,,ORD,O'Hare International Airport,INCIDENT,Minor,N530KF,Boeing,727,,,0,0,108.0,VMC,APPROACH,2000
DCA99WA038,1999-02-07,"SLOVAK REPUBLIC, Slovakia",Slovakia,,,,,NON-FATAL,Substantial,,Boeing,707,SCHD,,0,0,4.0,UNK,,1999
DCA00WA035,2000-04-02,"YAP, Federated States Of Micronesia",Federated States Of Micronesia,,,,,INCIDENT,Minor,N79743,Boeing,727,SCHD,,0,0,,UNK,,2000
DCA99WA008,1998-10-20,"POINT A PITRE, France",France,,,,,INCIDENT,,N886MA,Boeing,727,SCHD,,0,0,0.0,UNK,,1998
NYC99LA122,1999-05-25,"NEWARK, NJ",United States,,,,,NON-FATAL,,N16703,Boeing,737,SCHD,,0,1,76.0,VMC,DESCENT,1999
NYC99IA036,1998-12-08,"NEW YORK, NY",United States,,,LGA,LA GUARDIA AIRPORT,INCIDENT,,GCPX,Boeing,737,SCHD,,0,0,52.0,IMC,APPROACH,1998
DCA98WA034,1998-03-24,"PIURA, Peru",Peru,,,,,INCIDENT,,,Boeing,737,SCHD,,0,0,0.0,UNK,,1998
DCA98WA069,1998-07-20,"AMSTERDAM, Netherlands",Netherlands,,,,,INCIDENT,,N482EV,Boeing,747,SCHD,,0,0,3.0,UNK,,1998
DCA98WA043,1998-05-11,"NARITA, Japan",Japan,,,,,NON-FATAL,,N179UA,Boeing,747,SCHD,,0,3,360.0,UNK,,1998
DCA99RA083,1999-09-14,"GERONA SPAIN, Spain",Spain,,,,,NON-FATAL,Destroyed,,Boeing,757,NSCH,,0,2,175.0,UNK,,1999
DCA99WA062,1999-06-09,"TEGUCIGALPA, Honduras",Honduras,,,,,INCIDENT,Minor,N697AN,Boeing,757,SCHD,,0,0,94.0,UNK,,1999
DCA98WA049,1998-03-17,"BRAZIL, Brazil",Brazil,,,,TRANSBRAZIL,INCIDENT,,,Boeing,757,NSCH,,0,0,7.0,,,1998
DCA99WA080,1999-08-24,"COPENHAGEN, Denmark",Denmark,,,,,INCIDENT,Minor,,Boeing,767,SCHD,,0,0,191.0,UNK,,1999
DCA99WA003,1998-09-12,,Vietnam,,,,,INCIDENT,Substantial,,Boeing,767,SCHD,,0,0,200.0,VMC,,1998
DCA98WA047A,1998-05-12,"CAIRO, Egypt",Egypt,,,,,NON-FATAL,Substantial,,Boeing,767,UNK,,0,0,2.0,UNK,,1998
DCA97WA011,1996-11-23,"COMORSO ISLANDS, Ethiopia",Ethiopia,,,,,FATAL,Destroyed,,Boeing,767,SCHD,,125,44,4.0,VMC,,1996
ENG13RA006,2012-11-07,"Mumbai, India, India",India,,,,,INCIDENT,Minor,,Boeing,777,,,0,0,203.0,,,2012
DCA98WA074,1998-07-29,"LONDON HEATHROW, United Kingdom",United Kingdom,,,,,INCIDENT,Minor,N796UA,Boeing,777,SCHD,,0,0,1.0,UNK,,1998
DCA98WA064,1998-07-01,"TENERIFE, Spain",Spain,,,,,INCIDENT,,,Boeing,777,SCHD,,0,0,0.0,UNK,,1998
MIA97RA011,1996-10-22,"MANTA, Ecuador",Ecuador,,,,,FATAL,Destroyed,N751MA,Boeing,707,NSCH,,34,50,0.0,VMC,,1996
DCA98WA028,1998-03-10,"MOMBOSA, Kenya",Kenya,,,,,FATAL,Destroyed,,Boeing,707,NSCH,,6,0,,UNK,,1998
DCA99WA010,1998-11-14,"OOSTEND, Belgium",Belgium,,,,,UNAVAILABLE,Destroyed,,Boeing,707,UNK,,0,0,,UNK,,1998
DCA99WA049,1999-03-10,"CALGARY, Canada",Canada,,,CYYC,CALGARY,INCIDENT,Minor,N8873Z,Boeing,727,SCHD,,0,0,96.0,UNK,,1999
MIA99WA006,1998-10-02,"QUITO, Ecuador",Ecuador,,,,,NON-FATAL,Substantial,,Boeing,727,NSCH,,0,0,3.0,VMC,,1998
DCA98MA084,1998-08-31,"JAMAICA, NY",United States,,,JFK,JOHN F KENNEDY INTL,NON-FATAL,Substantial,N722DH,Boeing,727,NSCH,,0,0,5.0,,CLIMB,1998
DCA98RA036,1998-04-20,"BOGOTA, Colombia",Colombia,,,,,FATAL,Destroyed,,Boeing,727,SCHD,,52,0,0.0,UNK,,1998
ATL95LA062,1995-03-16,"ALMA, GA",United States,,,,,NON-FATAL,,N295WA,Boeing,727,SCHD,,0,1,132.0,VMC,CRUISE,1995
CHI96IA145,1996-04-28,"CHICAGO, IL",United States,,,,,INCIDENT,,N7443U,Boeing,727,SCHD,,0,0,135.0,IMC,DESCENT,1996
DCA98MA023,1998-02-09,"CHICAGO, IL",United States,,,ORD,CHICAGO O'HARE INTERNATIO,NON-FATAL,Substantial,N845AA,Boeing,727,SCHD,,0,0,99.0,IMC,APPROACH,1998
IAD98LA021,1998-01-06,"PHILADELPHIA, PA",United States,,,PHL,PHILADELPHIA INTL,NON-FATAL,Minor,N845AA,Boeing,727,SCHD,,0,1,114.0,IMC,TAXI,1998
DCA00WA039,2000-03-20,"AREQUIPA, Peru",Peru,,,,,UNAVAILABLE,Substantial,,Boeing,727,SCHD,,0,0,,VMC,,2000
NYC00LA040,1999-11-27,"FLUSHING, NY",United States,,,LGA,LA GUARDIA AIRPORT,NON-FATAL,Substantial,N521DA,Boeing,727,SCHD,,0,0,73.0,VMC,TAXI,1999
ATL97IA042,1997-02-13,"ATLANTA, GA",United States,,,ATL,HARTSFIELD INTERNATIONAL,INCIDENT,Minor,N416DA,Boeing,727,SCHD,,0,0,92.0,IMC,TAKEOFF,1997
NYC96IA168,1996-08-14,"FLUSHING, NY",United States,,,,,INCIDENT,,N533DA,Boeing,727,SCHD,,0,0,139.0,VMC,CLIMB,1996
SEA96IA027,1995-12-07,"BOISE, ID",United States,,,BOI,BOISE AIR TERMINAL-GOWEN,INCIDENT,Minor,N543DA,Boeing,727,SCHD,,0,0,130.0,IMC,LANDING,1995
MIA95LA135,1995-05-24,"WEST PALM BEACH, FL",United States,,,PBI,PALM BEACH INTERNATIONAL,NON-FATAL,Substantial,N489DA,Boeing,727,SCHD,,0,0,136.0,VMC,TAXI,1995
NYC00IA100B,2000-03-24,"BOSTON, MA",United States,,,BOS,LOGAN INT'L AIRPORT,INCIDENT,Minor,N297WA,Boeing,727,SCHD,,0,0,202.0,VMC,TAXI,2000
FTW98IA208,1998-05-07,"COLORADO SPRNGS, CO",United States,,,,,INCIDENT,Minor,N116FE,Boeing,727,SCHD,,0,0,3.0,VMC,CLIMB,1998
DCA00WA040,2000-04-19,"SAMAL ISLAND, Philippines",Philippines,,,,,FATAL,Destroyed,,Boeing,737,SCHD,,131,0,,IMC,,2000
DCA99RA076,1999-08-31,"BA, Argentina",Argentina,,,,,FATAL,Destroyed,,Boeing,737,SCHD,,80,0,0.0,UNK,,1999
DCA99WA078,1999-08-26,"DURBAN, South Africa",South Africa,,,,,INCIDENT,,,Boeing,737,SCHD,,0,0,5.0,UNK,,1999
DCA98WA081,1998-08-13,"GATWICK, United Kingdom",United Kingdom,,,,,INCIDENT,,,Boeing,737,UNK,,0,0,,UNK,,1998
DCA98WA041,1998-05-05,"ANDOAS, Peru",Peru,,,,,FATAL,Destroyed,,Boeing,737,UNK,,87,0,0.0,IMC,,1998
MIA98WA151,1998-05-04,"HAVANA, Cuba",Cuba,,,,,NON-FATAL,Substantial,N261LR,Boeing,737,SCHD,,0,0,69.0,IMC,,1998
DCA98WA050,1998-04-12,"ALMA-ATA, Kazakhstan",Kazakhstan,,,,,UNAVAILABLE,Substantial,,Boeing,737,UNK,,0,0,,UNK,,1998
DCA97RA063,1997-09-06,,Saudi Arabia,,,,,UNAVAILABLE,Minor,,Boeing,737,UNK,,0,0,0.0,UNK,,1997
CHI97IA117,1997-04-28,"CHICAGO, IL",United States,,,ORD,CHICAGO OHARE,INCIDENT,Minor,N9063U,Boeing,737,SCHD,,0,0,56.0,VMC,TAKEOFF,1997
ATL97LA064,1997-04-28,"ATLANTA, GA",United States,,,,,NON-FATAL,,N14245,Boeing,737,SCHD,,0,1,74.0,IMC,CLIMB,1997
ATL96FA101,1996-07-08,"NASHVILLE, TN",United States,,,BNA,NASHVILLE INTERNATIONAL,NON-FATAL,Minor,N53SW,Boeing,737,SCHD,,0,1,122.0,IMC,TAKEOFF,1996
DCA95RA051,1995-08-09,"SAN VICENTE, El Salvador",El Salvador,,,,,FATAL,Destroyed,N125GU,Boeing,737,SCHD,,65,0,0.0,IMC,,1995
DCA95RA017,1995-02-01,"SAN PAULO, Brazil",Brazil,,,,,NON-FATAL,Substantial,,Boeing,737,SCHD,,0,2,0.0,UNK,,1995
DCA99WA050,1999-03-04,"BIARRITZ, France",France,,,,,UNAVAILABLE,Substantial,,Boeing,737,SCHD,,0,0,,IMC,,1999
LAX98LA104,1998-03-04,"RENO, NV",United States,,,,,NON-FATAL,,N746AS,Boeing,737,SCHD,,0,1,110.0,VMC,CRUISE,1998
FTW97LA215,1997-06-11,"ALBUQUERQUE, NM",United States,,,,,NON-FATAL,,N980UA,Boeing,737,SCHD,,0,1,107.0,VMC,DESCENT,1997
FTW95LA103,1995-01-27,"DALLAS, TX",United States,,,DAL,DALLAS LOVE FIELD,NON-FATAL,,N71SW,Boeing,737,SCHD,,0,1,124.0,VMC,STANDING,1995
DCA10WA054,2010-04-24,"Riyadh, Saudi Arabia",Saudi Arabia,,,RUH,King Khaled International Airp,INCIDENT,Minor,N444HE,Boeing,737,,,0,0,9.0,,,2010
NYC00LA097,2000-02-03,"BOSTON, MA",United States,,,BOS,LOGAN INT'L AIRPORT,NON-FATAL,,N397US,Boeing,737,SCHD,,0,1,59.0,VMC,CRUISE,2000
DCA99WA061,1999-06-09,"ZHANJIANG, China",China,,,,,NON-FATAL,Substantial,,Boeing,737,SCHD,,0,0,71.0,UNK,,1999
NYC98IA165,1998-08-07,"MCCONNELLSBURG, PA",United States,,,,,INCIDENT,Minor,N515AU,Boeing,737,SCHD,,0,0,122.0,VMC,CLIMB,1998
DCA98RA013,1997-12-19,,Indonesia,,,,,FATAL,Destroyed,,Boeing,737,UNK,,97,0,0.0,UNK,,1997
CHI97LA162,1997-06-08,"VALPARAISO, IN",United States,,,,,NON-FATAL,,N321UA,Boeing,737,SCHD,,0,1,79.0,IMC,DESCENT,1997
DCA97WA045,1997-05-08,"SHENZHEN, China",China,,,,,FATAL,Destroyed,,Boeing,737,SCHD,,35,0,,UNK,,1997
FTW96IA210,1996-05-10,"DALLAS, TX",United States,,,DAL,DALLAS LOVE FIELD,INCIDENT,Minor,N315SW,Boeing,737,SCHD,,0,0,50.0,VMC,LANDING,1996
LAX96IA184,1996-04-30,"ONTARIO, CA",United States,,,KONT,ONTARIO INTERNATIONAL,INCIDENT,Minor,N331SW,Boeing,737,SCHD,,0,0,132.0,VMC,APPROACH,1996
FTW98FA273,1998-06-17,"DENVER, CO",United States,,,DEN,DENVER INTERNATIONAL,NON-FATAL,Substantial,N364UA,Boeing,737,SCHD,,0,0,70.0,VMC,TAXI,1998
FTW95IA083,1995-01-01,"HOUSTON, TX",United States,,,,,INCIDENT,,N326SW,Boeing,737,SCHD,,0,0,66.0,VMC,APPROACH,1995
NYC96IA022,1995-11-02,"PORTLAND, ME",United States,,,PWM,PORTLAND INT'L JETPORT,INCIDENT,Minor,N373US,Boeing,737,SCHD,,0,0,62.0,IMC,TAKEOFF,1995
MIA95IA187,1995-07-18,"ORLANDO, FL",United States,,,,,INCIDENT,,N390US,Boeing,737,SCHD,,0,0,120.0,VMC,DESCENT,1995
FTW95IA348,1995-08-18,"LUBBOCK, TX",United States,,,LBB,LUBBOCK INTERNATIONAL,INCIDENT,Minor,N309SW,Boeing,737,SCHD,,0,0,114.0,VMC,TAKEOFF,1995
DCA00WA018,2000-01-02,"AMSTERDAM, Netherlands",Netherlands,,,,,INCIDENT,Minor,,Boeing,737,NSCH,,0,0,143.0,UNK,,2000
DCA98WA065,1998-06-20,"MARSEILLES, France",France,,,,,INCIDENT,,,Boeing,737,SCHD,,0,0,0.0,UNK,,1998
DCA00WA042,2000-04-18,"BRISBANE, Australia",Australia,,,,,INCIDENT,,,Boeing,737,SCHD,,0,0,,VMC,,2000
DCA98WA070,1998-07-02,"BRAZIL, Brazil",Brazil,,,,,INCIDENT,,,Boeing,737,SCHD,,0,0,5.0,UNK,,1998
MIA97WA069,1997-01-18,"ARUBA, Aruba",Aruba,,,,,NON-FATAL,Minor,,Boeing,737,NSCH,,0,1,156.0,VMC,,1997
ANC97LA015,1996-12-22,"YAKUTAT, AK",United States,,,,,NON-FATAL,,N775AS,Boeing,737,SCHD,,0,2,39.0,VMC,CRUISE,1996
NYC00LA267,2000-09-15,"FLUSHING, NY",United States,,,LGA,LA GUARDIA,NON-FATAL,Substantial,N461PR,Boeing,737,SCHD,,0,0,58.0,VMC,TAXI,2000
LAX97IA161,1997-04-16,"RIALTO, CA",United States,,,,,INCIDENT,,N930UA,Boeing,737,SCHD,,0,0,99.0,VMC,APPROACH,1997
LAX97LA051,1996-11-19,"BISHOP, CA",United States,,,,,NON-FATAL,,N916UA,Boeing,737,SCHD,,0,1,112.0,VMC,CRUISE,1996
NYC95IA114B,1995-05-19,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL,INCIDENT,Minor,N13624,Boeing,737,SCHD,,0,0,288.0,VMC,TAXI,1995
SEA98IA027,1997-12-25,"EUGENE, OR",United States,,,EUG,MAHLON SWEET FIELD,INCIDENT,,N918UA,Boeing,737,SCHD,,0,0,105.0,VMC,STANDING,1997
FTW98RA401,1998-09-16,"GUADALAJARA, Mexico",Mexico,,,,,NON-FATAL,Substantial,N20643,Boeing,737,SCHD,,0,0,108.0,VMC,,1998
MIA98IA193,1998-07-07,"BIRMINGHAM, AL",United States,,,,,INCIDENT,Minor,N701GS,Boeing,737,SCHD,,0,0,96.0,VMC,DESCENT,1998
DCA98WA062,1998-06-27,"MUNICH, Germany",Germany,,,,,INCIDENT,,,Boeing,737,SCHD,,0,0,,UNK,,1998
OPS11IA101A,2010-11-11,"66 NM East of Hobe Sound, FL",United States,,,,,INCIDENT,,,Boeing,737,SCHD,,0,0,,VMC,,2010
DCA98MA015,1997-12-28,PACIFIC OCEAN,,,,,,FATAL,Minor,N4723U,Boeing,747,SCHD,,1,18,203.0,VMC,CRUISE,1997
LAX96LA035,1995-11-01,PACIFIC OCEAN,,,,,,NON-FATAL,,N4714U,Boeing,747,SCHD,,0,1,300.0,VMC,CRUISE,1995
DCA96MA070,1996-07-17,"EAST MORICHES, NY",United States,,,,,FATAL,Destroyed,N93119,Boeing,747,SCHD,,230,0,0.0,VMC,CLIMB,1996
CHI95IA095,1995-02-25,"CHICAGO, IL",United States,,,ORD,CHICAGO O'HARE INT'L,INCIDENT,,GAWNM,Boeing,747,SCHD,,0,0,357.0,VMC,CLIMB,1995
DCA00WA058,2000-06-12,"ENGLISH CHANNEL, United Kingdom",United Kingdom,,,,,INCIDENT,Minor,,Boeing,747,SCHD,,0,0,,UNK,,2000
DCA00WA049,2000-05-12,", Ireland",Ireland,,,,,INCIDENT,,N520UP,Boeing,747,NSCH,,0,0,,UNK,,2000
DCA99WA039,1999-02-08,"AMSTERDAM, Netherlands",Netherlands,,,,,INCIDENT,Minor,,Boeing,747,SCHD,,0,0,3.0,UNK,,1999
DCA00RA017,1999-12-22,"STANSTED, United Kingdom",United Kingdom,,,,,FATAL,Destroyed,,Boeing,747,NSCH,,4,0,0.0,IMC,,1999
DCA99WA047,1999-03-05,"MADRAS, India",India,,,,,NON-FATAL,Destroyed,,Boeing,747,SCHD,,0,0,2.0,UNK,,1999
DCA98WA087,1998-09-11,"PARIS, France",France,,,,,INCIDENT,Minor,,Boeing,747,SCHD,,0,0,4.0,UNK,,1998
NYC00LA085,2000-02-27,"PROVIDENCE, RI",United States,,,,,NON-FATAL,,GBDXL,Boeing,747,SCHD,,0,1,371.0,IMC,DESCENT,2000
SEA99IA032,1999-01-20,PACIFIC OCEAN,,,,,,INCIDENT,Minor,N14024,Boeing,747,SCHD,,0,0,340.0,VMC,CRUISE,1999
LAX96IA087,1996-01-05,"LOS ANGELES, CA",United States,,,,,INCIDENT,Minor,N628US,Boeing,747,SCHD,,0,0,385.0,VMC,CLIMB,1996
ANC01IA007,2000-10-15,"ANCHORAGE, AK",United States,,,PANC,ANCHORAGE INTERNATIONAL,INCIDENT,Minor,N629US,Boeing,747,NSCH,,0,0,3.0,VMC,TAKEOFF,2000
ANC99LA099,1999-07-29,"ANCHORAGE, AK",United States,,,,,NON-FATAL,Substantial,N707CK,Boeing,747,NSCH,,0,0,5.0,VMC,CLIMB,1999
DCA00WA074,2000-07-23,"MONTREAL, Canada",Canada,,,,,INCIDENT,Minor,,Boeing,747,SCHD,,0,0,,IMC,,2000
DCA97MA058,1997-08-06,"NIMITZ HILL, GU",United States,,,KGUM,AGANA INTERNATIONAL AIRPO,FATAL,Destroyed,H7468,Boeing,747,SCHD,,228,26,,IMC,APPROACH,1997
DCA99WA086,1999-09-23,"BANGKOK, Thailand",Thailand,,,,,UNAVAILABLE,Substantial,,Boeing,747,SCHD,,0,0,,IMC,,1999
DCA99WA014,1998-11-28,"LONDON, United Kingdom",United Kingdom,,,,,INCIDENT,Minor,,Boeing,747,UNK,,0,0,,UNK,,1998
DCA98WA079,1998-08-05,"SEOUL, Korea, Republic Of","Korea, Republic Of",,,,,UNAVAILABLE,Substantial,,Boeing,747,UNK,,0,0,,IMC,,1998
DCA98WA076,1998-07-31,"COLOGNE, Germany",Germany,,,,,INCIDENT,Minor,N671UP,Boeing,747,NSCH,,0,0,0.0,UNK,,1998
DCA97WA047A,1997-05-14,"LONDON, United Kingdom",United Kingdom,,,,HEATHROW INTERNATIONAL,NON-FATAL,Minor,,Boeing,747,SCHD,,0,0,573.0,VMC,,1997
ANC97LA056,1997-04-12,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE INTERNATIONAL,NON-FATAL,Substantial,VRHUK,Boeing,747,NSCH,,0,0,4.0,VMC,APPROACH,1997
ANC01IA022,2000-12-12,"PORT HEIDEN, AK",United States,,,,,INCIDENT,Minor,N119UA,Boeing,747,SCHD,,0,0,386.0,VMC,CRUISE,2000
LAX96LA013,1995-10-17,PACIFIC OCEAN,,,,,,NON-FATAL,,N191UA,Boeing,747,SCHD,,0,1,331.0,VMC,CRUISE,1995
LAX99FA218B,1999-06-06,"LOS ANGELES, CA",United States,33.938611,-118.408889,LAX,Los Angeles International,NON-FATAL,Substantial,F-GTOM,Boeing,747,SCHD,,0,0,699.0,VMC,STANDING,1999
DCA00WA059,2000-06-07,"FRANKFURT, Germany",Germany,,,,,INCIDENT,Minor,,Boeing,747,SCHD,,0,0,,UNK,,2000
DCA99WA077,1999-09-02,"TAIPEI, Taiwan",Taiwan,,,,,INCIDENT,Substantial,,Boeing,747,SCHD,,0,0,3.0,UNK,,1999
DCA99RA001,1998-10-05,"MOPZAMBIQUE, Mozambique",Mozambique,,,,,NON-FATAL,Substantial,,Boeing,747,SCHD,,0,0,3.0,UNK,,1998
DCA01WA004,2000-11-15,"COPENHAGEN, Denmark",Denmark,,,,,INCIDENT,Minor,,Boeing,757,NSCH,,0,0,97.0,UNK,,2000
DCA98WA024,1998-02-17,"BRUSSELS, Belgium",Belgium,,,,,INCIDENT,Minor,,Boeing,757,SCHD,,0,0,2.0,UNK,,1998
MIA98WA048,1998-01-01,"PUERTO PLATA, Dominican Republic",Dominican Republic,,,,,NON-FATAL,Substantial,,Boeing,757,NSCH,,0,0,213.0,VMC,,1998
MIA97WA226,1997-08-02,"LIMA, Peru",Peru,,,,,FATAL,,N12114,Boeing,757,SCHD,,1,0,149.0,UNK,,1997
